Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,TXN_Prefix,TXN_Number
Txn_9907327,Salad,3,5,10,Credit Card,Not Provided,2023-10-07,TXN,9907327
Txn_3469469,Cookie,1,1,1,Digital Wallet,In-Store,2023-10-25,TXN,3469469
Txn_2681833,Not Provided,3,1,3,Digital Wallet,In-Store,2023-10-05,TXN,2681833
Txn_3179966,Tea,2,1.5,3,Digital Wallet,Not Provided,2023-05-27,TXN,3179966
Txn_9289174,Cake,3,3,12,Digital Wallet,In-Store,2023-12-30,TXN,9289174
Txn_3629351,Cake,1,3,3,Digital Wallet,Not Provided,2023-07-21,TXN,3629351
Txn_3142836,Cake,2,3,6,Cash,Not Provided,2023-11-01,TXN,3142836
Txn_4998786,Cake,5,3,15,Credit Card,Takeaway,2023-10-25,TXN,4998786
Txn_7228816,Salad,1,5,5,Not Provided,In-Store,2023-04-21,TXN,7228816
Txn_6904590,Coffee,4,2,8,Credit Card,Not Provided,2023-02-19,TXN,6904590
Txn_2126408,Cookie,3,1,3,Cash,Takeaway,2023-10-19,TXN,2126408
Txn_8664315,Salad,2,5,10,Cash,Not Provided,2023-08-14,TXN,8664315
Txn_8958593,Juice,5,3,15,Digital Wallet,In-Store,2023-07-08,TXN,8958593
Txn_2383598,Sandwich,2,4,8,Digital Wallet,In-Store,2023-09-19,TXN,2383598
Txn_2211685,Smoothie,1,4,4,Credit Card,In-Store,2023-06-06,TXN,2211685
Txn_1503602,Tea,5,1.5,7.5,Digital Wallet,Not Provided,2023-12-16,TXN,1503602
Txn_2962976,Juice,3,3,,Not Provided,Not Provided,2023-03-17,TXN,2962976
Txn_8716752,Juice,1,3,3,Not Provided,In-Store,2023-12-05,TXN,8716752
Txn_4266787,Juice,4,3,12,Credit Card,Takeaway,2023-01-12,TXN,4266787
Txn_5933480,Sandwich,3,4,12,Digital Wallet,In-Store,2023-09-04,TXN,5933480
Txn_8255965,Juice,3,3,6,Not Provided,In-Store,2023-11-16,TXN,8255965
Txn_4364091,Smoothie,1,4,4,Not Provided,Takeaway,2023-04-14,TXN,4364091
Txn_9203920,Not Provided,4,3,12,Not Provided,Takeaway,2023-11-01,TXN,9203920
Txn_8964812,Salad,4,5,20,Digital Wallet,Not Provided,2023-10-14,TXN,8964812
Txn_6721531,Tea,4,1.5,6,Not Provided,In-Store,2023-03-06,TXN,6721531
Txn_5447508,Sandwich,3,4,12,Digital Wallet,Takeaway,2023-06-28,TXN,5447508
Txn_5686113,Sandwich,5,4,20,Digital Wallet,In-Store,2023-09-09,TXN,5686113
Txn_9239779,Salad,1,5,5,Cash,Not Provided,2023-01-09,TXN,9239779
Txn_9265319,Salad,3,5,15,Cash,Not Provided,2023-11-15,TXN,9265319
Txn_9265313,Cake,3,3,9,Not Provided,In-Store,2023-10-01,TXN,9265313
Txn_3397609,Smoothie,2,4,8,Digital Wallet,In-Store,2023-07-22,TXN,3397609
Txn_9347203,Sandwich,5,4,20,Cash,In-Store,2023-04-15,TXN,9347203
Txn_2132186,Salad,1,5,5,Credit Card,Not Provided,2023-02-01,TXN,2132186
Txn_3383926,Cake,3,3,9,Cash,Takeaway,2023-07-08,TXN,3383926
Txn_6905718,Salad,5,5,25,Credit Card,In-Store,2023-02-20,TXN,6905718
Txn_3130548,Cookie,4,1,4,Not Provided,Takeaway,2023-08-21,TXN,3130548
Txn_9356512,Salad,3,5,15,Credit Card,Not Provided,2023-06-06,TXN,9356512
Txn_7993951,Tea,2,1.5,3,Digital Wallet,Takeaway,2023-12-14,TXN,7993951
Txn_6362093,Not Provided,3,2,6,Not Provided,Not Provided,2023-03-19,TXN,6362093
Txn_4876440,Cookie,3,1,3,Not Provided,Takeaway,2023-07-01,TXN,4876440
Txn_9323513,Cake,3,3,9,Not Provided,Takeaway,2023-05-04,TXN,9323513
Txn_9097641,Cake,4,3,12,Cash,Takeaway,2023-12-16,TXN,9097641
Txn_1775884,Juice,4,3,12,Cash,Not Provided,2023-10-08,TXN,1775884
Txn_8536115,Cake,1,3,3,Credit Card,Takeaway,2023-07-11,TXN,8536115
Txn_8032010,Tea,1,1.5,1.5,Cash,Not Provided,2023-06-14,TXN,8032010
Txn_2915281,Cookie,1,1,1,Digital Wallet,In-Store,2023-07-01,TXN,2915281
Txn_3468006,Smoothie,3,4,12,Credit Card,Takeaway,2023-07-28,TXN,3468006
Txn_7604541,Juice,4,3,12,Credit Card,In-Store,2023-04-16,TXN,7604541
Txn_7806146,Cake,3,3,9,Digital Wallet,In-Store,2023-01-30,TXN,7806146
Txn_9238689,Cake,1,3,3,Digital Wallet,In-Store,2023-03-09,TXN,9238689
Txn_2601689,Salad,4,5,20,Digital Wallet,Takeaway,2023-01-14,TXN,2601689
Txn_6428182,Cake,5,3,15,Cash,In-Store,2023-11-10,TXN,6428182
Txn_6830557,Coffee,3,2,6,Digital Wallet,Takeaway,2023-11-08,TXN,6830557
Txn_6371264,Smoothie,5,4,20,Cash,Takeaway,2023-02-27,TXN,6371264
Txn_4663299,Not Provided,4,4,16,Digital Wallet,In-Store,2023-12-26,TXN,4663299
Txn_9236713,Cookie,5,1,5,Cash,In-Store,2023-09-13,TXN,9236713
Txn_1079239,Smoothie,1,4,4,Not Provided,Takeaway,2023-02-08,TXN,1079239
Txn_4690833,Cake,1,3,3,Cash,Takeaway,2023-05-23,TXN,4690833
Txn_7946489,Juice,1,3,3,Cash,Takeaway,2023-09-11,TXN,7946489
Txn_8661288,Salad,2,5,10,Digital Wallet,Takeaway,2023-01-27,TXN,8661288
Txn_7187207,Coffee,5,2,10,Cash,Not Provided,2023-02-18,TXN,7187207
Txn_4679409,Not Provided,3,2,2,Not Provided,In-Store,2023-03-25,TXN,4679409
Txn_2866147,Juice,2,3,6,Not Provided,Takeaway,2023-08-28,TXN,2866147
Txn_5637677,Not Provided,2,3,6,Digital Wallet,Takeaway,2023-08-24,TXN,5637677
Txn_7444541,Salad,2,5,10,Cash,Not Provided,2023-11-29,TXN,7444541
Txn_6046604,Cookie,5,1,5,Credit Card,Not Provided,2023-06-29,TXN,6046604
Txn_6111710,Salad,3,5,15,Credit Card,In-Store,2023-06-18,TXN,6111710
Txn_5476465,Cake,3,3,12,Cash,In-Store,2023-06-23,TXN,5476465
Txn_1773873,Salad,5,5,25,Credit Card,Takeaway,2023-06-10,TXN,1773873
Txn_7688650,Tea,2,1.5,3,Not Provided,Not Provided,2023-10-26,TXN,7688650
Txn_4570711,Sandwich,4,4,16,Credit Card,In-Store,2023-12-11,TXN,4570711
Txn_5242469,Coffee,4,2,8,Credit Card,Takeaway,2023-04-01,TXN,5242469
Txn_2977414,Cake,4,3,,Not Provided,Not Provided,2023-06-09,TXN,2977414
Txn_8938144,Coffee,2,2,4,Credit Card,Not Provided,2023-01-27,TXN,8938144
Txn_6434414,Not Provided,1,2,2,Digital Wallet,Takeaway,2023-03-10,TXN,6434414
Txn_1655100,Cake,4,3,12,Credit Card,Takeaway,2023-12-20,TXN,1655100
Txn_1526864,Smoothie,3,4,12,Digital Wallet,In-Store,2023-01-27,TXN,1526864
Txn_1279428,Salad,1,5,5,Digital Wallet,Not Provided,2023-03-02,TXN,1279428
Txn_9866728,Juice,1,3,3,Cash,In-Store,2023-10-26,TXN,9866728
Txn_1706201,Coffee,3,2,6,Credit Card,In-Store,2023-08-23,TXN,1706201
Txn_2498488,Smoothie,2,4,8,Digital Wallet,Takeaway,2023-12-06,TXN,2498488
Txn_5387067,Salad,3,5,15,Credit Card,Not Provided,2023-06-11,TXN,5387067
Txn_4431179,Sandwich,3,4,12,Digital Wallet,Takeaway,2023-08-13,TXN,4431179
Txn_5051924,Tea,5,1.5,7.5,Not Provided,Not Provided,2023-05-23,TXN,5051924
Txn_9033890,Salad,1,5,5,Not Provided,Takeaway,2023-08-05,TXN,9033890
Txn_1777959,Tea,5,1.5,7.5,Not Provided,Takeaway,2023-10-18,TXN,1777959
Txn_3574059,Cake,1,3,3,Not Provided,Not Provided,2023-01-18,TXN,3574059
Txn_8386792,Coffee,3,2,6,Not Provided,In-Store,2023-10-05,TXN,8386792
Txn_2108894,Sandwich,4,4,16,Credit Card,In-Store,2023-10-30,TXN,2108894
Txn_6347472,Tea,1,1.5,1.5,Digital Wallet,In-Store,2023-03-22,TXN,6347472
Txn_8699110,Salad,3,5,15,Not Provided,Takeaway,2023-10-11,TXN,8699110
Txn_7188412,Sandwich,1,4,4,Not Provided,Takeaway,2023-08-08,TXN,7188412
Txn_6178152,Not Provided,5,1.5,7.5,Not Provided,Not Provided,2023-12-26,TXN,6178152
Txn_3477767,Cookie,3,1,3,Digital Wallet,Not Provided,Date Not Recorded,TXN,3477767
Txn_8345723,Sandwich,1,4,4,Digital Wallet,Takeaway,2023-08-27,TXN,8345723
Txn_9989415,Smoothie,5,4,20,Credit Card,Takeaway,2023-05-26,TXN,9989415
Txn_4476634,Tea,2,1.5,3,Credit Card,Not Provided,2023-06-16,TXN,4476634
Txn_1932897,Cookie,1,1,1,Not Provided,Takeaway,Date Not Recorded,TXN,1932897
Txn_2178964,Tea,4,1.5,6,Cash,Takeaway,2023-12-25,TXN,2178964
Txn_5213542,Not Provided,3,2,6,Credit Card,In-Store,2023-08-21,TXN,5213542
Txn_7889745,Sandwich,4,4,16,Not Provided,Not Provided,2023-01-25,TXN,7889745
Txn_7020671,Coffee,1,2,2,Not Provided,Not Provided,2023-09-01,TXN,7020671
Txn_8297135,Not Provided,2,4,,Not Provided,Not Provided,2023-09-16,TXN,8297135
Txn_6581437,Coffee,5,2,10,Digital Wallet,Takeaway,2023-10-23,TXN,6581437
Txn_1347965,Cookie,5,1,5,Not Provided,In-Store,2023-02-19,TXN,1347965
Txn_6128621,Salad,3,5,15,Digital Wallet,In-Store,2023-11-10,TXN,6128621
Txn_5758199,Coffee,4,2,8,Credit Card,Not Provided,2023-06-11,TXN,5758199
Txn_3145041,Tea,5,1.5,7.5,Not Provided,Not Provided,2023-09-23,TXN,3145041
Txn_9960577,Sandwich,1,4,4,Cash,Not Provided,2023-06-24,TXN,9960577
Txn_1349738,Sandwich,3,4,,Cash,Not Provided,2023-03-26,TXN,1349738
Txn_4512118,Coffee,2,2,4,Digital Wallet,Takeaway,2023-04-20,TXN,4512118
Txn_5763254,Coffee,3,2,6,Digital Wallet,Takeaway,2023-09-15,TXN,5763254
Txn_8167279,Salad,5,5,25,Not Provided,In-Store,Date Not Recorded,TXN,8167279
Txn_8696094,Sandwich,3,4,12,Not Provided,Takeaway,2023-05-14,TXN,8696094
Txn_8114990,Juice,1,3,3,Not Provided,Not Provided,2023-02-27,TXN,8114990
Txn_4961655,Juice,5,3,15,Cash,Takeaway,2023-05-06,TXN,4961655
Txn_5595352,Juice,1,3,3,Cash,In-Store,2023-02-20,TXN,5595352
Txn_2070818,Smoothie,5,4,20,Not Provided,Takeaway,2023-06-05,TXN,2070818
Txn_1090854,Cookie,3,1,3,Credit Card,In-Store,2023-01-07,TXN,1090854
Txn_2004851,Salad,5,5,25,Credit Card,Not Provided,Date Not Recorded,TXN,2004851
Txn_1869814,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-05-24,TXN,1869814
Txn_8296518,Not Provided,2,4,8,Credit Card,In-Store,2023-02-08,TXN,8296518
Txn_6910915,Tea,4,1.5,6,Digital Wallet,Takeaway,2023-05-06,TXN,6910915
Txn_3183527,Coffee,3,2,6,Digital Wallet,Not Provided,2023-10-26,TXN,3183527
Txn_6916047,Coffee,2,2,4,Digital Wallet,In-Store,Date Not Recorded,TXN,6916047
Txn_5787508,Not Provided,3,3,9,Credit Card,Takeaway,2023-07-23,TXN,5787508
Txn_2611960,Sandwich,3,4,12,Credit Card,Not Provided,2023-09-11,TXN,2611960
Txn_7923140,Coffee,2,2,4,Digital Wallet,Not Provided,2023-04-02,TXN,7923140
Txn_5229169,Juice,2,3,6,Credit Card,Takeaway,2023-09-08,TXN,5229169
Txn_1018880,Smoothie,5,4,20,Digital Wallet,Not Provided,2023-07-15,TXN,1018880
Txn_4074732,Salad,3,5,15,Credit Card,Not Provided,2023-04-09,TXN,4074732
Txn_9409728,Tea,2,1.5,3,Not Provided,In-Store,2023-03-06,TXN,9409728
Txn_5840223,Tea,4,1.5,6,Cash,Not Provided,2023-12-20,TXN,5840223
Txn_5576265,Smoothie,4,4,16,Credit Card,Takeaway,2023-04-08,TXN,5576265
Txn_7399897,Not Provided,4,3,12,Not Provided,Takeaway,2023-11-14,TXN,7399897
Txn_5098938,Tea,5,1.5,7.5,Not Provided,Not Provided,2023-05-06,TXN,5098938
Txn_6119823,Tea,2,1.5,3,Not Provided,Takeaway,2023-06-13,TXN,6119823
Txn_7308222,Salad,2,5,10,Not Provided,Takeaway,2023-03-09,TXN,7308222
Txn_5408625,Cookie,5,1,5,Cash,Not Provided,2023-08-14,TXN,5408625
Txn_5969754,Tea,4,1.5,6,Not Provided,Takeaway,2023-01-29,TXN,5969754
Txn_5740553,Salad,5,5,25,Not Provided,In-Store,2023-08-29,TXN,5740553
Txn_4809497,Tea,4,1.5,6,Cash,In-Store,Date Not Recorded,TXN,4809497
Txn_2392934,Not Provided,2,2,4,Not Provided,In-Store,2023-11-25,TXN,2392934
Txn_5728991,Salad,3,5,10,Not Provided,Not Provided,2023-01-01,TXN,5728991
Txn_7608816,Not Provided,3,3,9,Digital Wallet,In-Store,2023-11-07,TXN,7608816
Txn_1046394,Smoothie,1,4,4,Cash,In-Store,2023-04-29,TXN,1046394
Txn_3228823,Not Provided,5,1.5,7.5,Not Provided,Not Provided,2023-01-06,TXN,3228823
Txn_2269396,Coffee,3,2,6,Digital Wallet,In-Store,2023-10-26,TXN,2269396
Txn_9263967,Cookie,3,1,3,Credit Card,In-Store,2023-09-14,TXN,9263967
Txn_6540946,Juice,4,3,12,Digital Wallet,Not Provided,2023-10-08,TXN,6540946
Txn_2914088,Salad,5,5,25,Cash,In-Store,2023-03-22,TXN,2914088
Txn_6571898,Juice,3,3,9,Digital Wallet,Takeaway,2023-02-02,TXN,6571898
Txn_7109358,Salad,3,5,25,Digital Wallet,Not Provided,2023-05-02,TXN,7109358
Txn_4498370,Smoothie,4,4,16,Not Provided,Not Provided,2023-07-24,TXN,4498370
Txn_4015710,Juice,4,3,12,Cash,Not Provided,2023-05-18,TXN,4015710
Txn_4600048,Cookie,3,1,2,Cash,Not Provided,2023-10-30,TXN,4600048
Txn_2108486,Juice,4,3,12,Digital Wallet,Takeaway,2023-12-28,TXN,2108486
Txn_7019782,Smoothie,3,4,20,Not Provided,Not Provided,2023-10-16,TXN,7019782
Txn_5228270,Juice,3,3,9,Not Provided,Takeaway,2023-04-12,TXN,5228270
Txn_4387303,Cookie,1,1,1,Not Provided,Not Provided,2023-06-27,TXN,4387303
Txn_4637016,Salad,3,5,15,Credit Card,In-Store,Date Not Recorded,TXN,4637016
Txn_7786214,Smoothie,1,4,4,Credit Card,Not Provided,2023-11-25,TXN,7786214
Txn_9587884,Tea,2,1.5,3,Not Provided,Not Provided,2023-01-05,TXN,9587884
Txn_4625910,Juice,1,3,3,Not Provided,Not Provided,2023-01-17,TXN,4625910
Txn_8250731,Cookie,2,1,2,Cash,Not Provided,2023-08-24,TXN,8250731
Txn_3605929,Smoothie,2,4,8,Credit Card,Not Provided,2023-04-26,TXN,3605929
Txn_4953450,Cookie,4,1,,Not Provided,In-Store,2023-03-10,TXN,4953450
Txn_5315441,Smoothie,5,4,20,Digital Wallet,In-Store,2023-10-31,TXN,5315441
Txn_9196322,Cookie,4,1,4,Digital Wallet,In-Store,2023-08-12,TXN,9196322
Txn_4009547,Juice,4,3,12,Credit Card,Not Provided,2023-05-13,TXN,4009547
Txn_3394710,Sandwich,3,4,4,Digital Wallet,In-Store,2023-10-22,TXN,3394710
Txn_8354174,Not Provided,3,2,6,Credit Card,Not Provided,2023-12-29,TXN,8354174
Txn_5931292,Not Provided,2,4,8,Credit Card,In-Store,2023-12-18,TXN,5931292
Txn_2109416,Sandwich,1,4,4,Not Provided,In-Store,2023-09-21,TXN,2109416
Txn_8776606,Not Provided,4,5,20,Digital Wallet,Takeaway,2023-07-24,TXN,8776606
Txn_1063366,Juice,3,3,9,Not Provided,Not Provided,2023-03-20,TXN,1063366
Txn_2393500,Juice,1,3,3,Credit Card,In-Store,2023-12-15,TXN,2393500
Txn_9738758,Coffee,1,2,,Cash,In-Store,2023-12-31,TXN,9738758
Txn_7838465,Sandwich,3,4,12,Credit Card,Takeaway,2023-06-15,TXN,7838465
Txn_2447261,Cookie,3,1,3,Credit Card,Takeaway,2023-10-15,TXN,2447261
Txn_6609947,Not Provided,3,3,9,Digital Wallet,In-Store,2023-05-29,TXN,6609947
Txn_9036453,Not Provided,1,4,4,Digital Wallet,Takeaway,2023-02-08,TXN,9036453
Txn_2611990,Cookie,3,1,3,Digital Wallet,Takeaway,2023-10-25,TXN,2611990
Txn_1460963,Coffee,3,2,6,Cash,In-Store,2023-02-10,TXN,1460963
Txn_1713128,Smoothie,3,4,12,Credit Card,Not Provided,2023-05-01,TXN,1713128
Txn_4501168,Not Provided,1,1.5,1.5,Not Provided,In-Store,2023-06-28,TXN,4501168
Txn_2840323,Tea,4,1.5,6,Credit Card,Not Provided,2023-05-07,TXN,2840323
Txn_6691767,Salad,2,5,10,Cash,Takeaway,2023-02-05,TXN,6691767
Txn_7280191,Coffee,3,2,6,Not Provided,Takeaway,2023-08-23,TXN,7280191
Txn_6932070,Tea,4,1.5,6,Credit Card,In-Store,2023-06-10,TXN,6932070
Txn_3502743,Not Provided,5,4,20,Not Provided,Not Provided,2023-02-28,TXN,3502743
Txn_2815335,Juice,5,3,15,Cash,Not Provided,2023-03-30,TXN,2815335
Txn_4916272,Tea,3,1.5,4.5,Not Provided,Not Provided,2023-03-03,TXN,4916272
Txn_7940202,Not Provided,1,3,4,Digital Wallet,Not Provided,2023-07-23,TXN,7940202
Txn_5489408,Cookie,1,1,1,Not Provided,In-Store,2023-05-02,TXN,5489408
Txn_4640977,Cookie,3,1,3,Credit Card,In-Store,2023-02-11,TXN,4640977
Txn_8563346,Not Provided,3,2,6,Credit Card,Not Provided,2023-10-24,TXN,8563346
Txn_3172751,Juice,5,3,15,Credit Card,Not Provided,Date Not Recorded,TXN,3172751
Txn_7896721,Cake,3,3,9,Credit Card,Takeaway,2023-04-22,TXN,7896721
Txn_8973563,Coffee,1,2,2,Not Provided,Not Provided,2023-10-08,TXN,8973563
Txn_4827371,Salad,2,5,10,Not Provided,Takeaway,2023-06-20,TXN,4827371
Txn_1559313,Smoothie,2,4,8,Credit Card,Not Provided,2023-12-02,TXN,1559313
Txn_7384923,Sandwich,2,4,,Not Provided,Takeaway,2023-01-24,TXN,7384923
Txn_7906197,Sandwich,5,4,20,Credit Card,In-Store,2023-01-02,TXN,7906197
Txn_9018535,Cookie,2,1,2,Digital Wallet,Takeaway,2023-05-05,TXN,9018535
Txn_9103318,Sandwich,2,4,8,Not Provided,Not Provided,2023-11-13,TXN,9103318
Txn_8066743,Tea,3,1.5,4.5,Cash,Takeaway,2023-11-13,TXN,8066743
Txn_9658677,Cake,3,3,12,Cash,Takeaway,Date Not Recorded,TXN,9658677
Txn_8647575,Tea,3,1.5,3,Cash,Not Provided,2023-02-08,TXN,8647575
Txn_6376175,Juice,4,3,12,Digital Wallet,Takeaway,2023-02-24,TXN,6376175
Txn_9840274,Sandwich,5,4,20,Not Provided,Takeaway,2023-02-25,TXN,9840274
Txn_4912458,Cake,4,3,12,Not Provided,Takeaway,2023-06-12,TXN,4912458
Txn_7982985,Cookie,1,1,1,Credit Card,Not Provided,2023-01-27,TXN,7982985
Txn_2855581,Coffee,4,2,8,Credit Card,Not Provided,2023-10-23,TXN,2855581
Txn_7585348,Cake,3,3,9,Credit Card,Takeaway,2023-03-16,TXN,7585348
Txn_8249251,Cake,3,3,9,Not Provided,In-Store,2023-01-01,TXN,8249251
Txn_4005014,Sandwich,1,4,4,Digital Wallet,Takeaway,2023-07-10,TXN,4005014
Txn_3106215,Smoothie,3,4,,Not Provided,Takeaway,2023-04-15,TXN,3106215
Txn_4478185,Cake,2,3,6,Cash,In-Store,2023-08-25,TXN,4478185
Txn_7815651,Salad,1,5,5,Cash,In-Store,2023-01-16,TXN,7815651
Txn_3461209,Juice,4,3,12,Credit Card,In-Store,2023-04-26,TXN,3461209
Txn_9498325,Salad,1,5,5,Not Provided,Not Provided,2023-04-04,TXN,9498325
Txn_1026827,Cookie,4,1,4,Digital Wallet,In-Store,2023-01-02,TXN,1026827
Txn_4479052,Salad,3,5,20,Digital Wallet,In-Store,2023-12-05,TXN,4479052
Txn_7269513,Salad,3,5,15,Cash,Not Provided,2023-05-12,TXN,7269513
Txn_5134545,Tea,5,1.5,7.5,Digital Wallet,Not Provided,2023-10-17,TXN,5134545
Txn_7997144,Juice,4,3,12,Credit Card,Not Provided,2023-02-25,TXN,7997144
Txn_7315198,Salad,2,5,10,Not Provided,Not Provided,2023-09-23,TXN,7315198
Txn_4339682,Salad,5,5,25,Not Provided,In-Store,2023-03-04,TXN,4339682
Txn_3363831,Juice,3,3,9,Digital Wallet,Not Provided,2023-05-10,TXN,3363831
Txn_5369555,Juice,4,3,12,Cash,Takeaway,2023-02-24,TXN,5369555
Txn_6208034,Cake,1,3,3,Digital Wallet,Not Provided,2023-08-29,TXN,6208034
Txn_8187656,Tea,4,1.5,6,Credit Card,Takeaway,2023-05-01,TXN,8187656
Txn_6463415,Coffee,3,2,6,Digital Wallet,In-Store,2023-04-12,TXN,6463415
Txn_1461895,Juice,5,3,15,Not Provided,Not Provided,2023-06-17,TXN,1461895
Txn_3197752,Smoothie,2,4,8,Not Provided,Not Provided,2023-03-10,TXN,3197752
Txn_3112175,Coffee,4,2,8,Cash,Not Provided,2023-03-16,TXN,3112175
Txn_6439579,Tea,5,1.5,7.5,Credit Card,Not Provided,2023-03-23,TXN,6439579
Txn_4944121,Not Provided,2,2,4,Not Provided,Not Provided,2023-05-29,TXN,4944121
Txn_5590805,Cake,1,3,3,Not Provided,Takeaway,2023-01-25,TXN,5590805
Txn_4634772,Juice,3,3,9,Credit Card,In-Store,2023-01-12,TXN,4634772
Txn_3519066,Cake,1,3,3,Not Provided,Takeaway,2023-11-08,TXN,3519066
Txn_8034156,Sandwich,1,4,4,Cash,In-Store,2023-07-22,TXN,8034156
Txn_2163229,Cookie,4,1,4,Cash,Takeaway,2023-12-21,TXN,2163229
Txn_4109764,Juice,3,3,,Credit Card,Not Provided,2023-07-12,TXN,4109764
Txn_1343750,Cookie,2,1,2,Digital Wallet,Takeaway,2023-02-15,TXN,1343750
Txn_6387964,Tea,5,1.5,7.5,Digital Wallet,Not Provided,2023-08-07,TXN,6387964
Txn_2743397,Cake,2,3,6,Digital Wallet,Not Provided,2023-10-03,TXN,2743397
Txn_8022689,Tea,1,1.5,1.5,Cash,Takeaway,2023-06-15,TXN,8022689
Txn_9392028,Salad,5,5,25,Credit Card,In-Store,2023-01-13,TXN,9392028
Txn_3547825,Cookie,3,1,3,Not Provided,Takeaway,2023-09-04,TXN,3547825
Txn_9101792,Coffee,5,2,10,Cash,Not Provided,2023-06-13,TXN,9101792
Txn_3463928,Not Provided,4,1.5,6,Credit Card,In-Store,2023-06-07,TXN,3463928
Txn_8503406,Smoothie,2,4,8,Digital Wallet,Not Provided,2023-02-15,TXN,8503406
Txn_1992966,Smoothie,5,4,20,Not Provided,In-Store,2023-08-09,TXN,1992966
Txn_2179458,Not Provided,1,3,3,Cash,In-Store,2023-10-23,TXN,2179458
Txn_5648512,Not Provided,4,3,12,Not Provided,Takeaway,2023-01-30,TXN,5648512
Txn_8689416,Juice,5,3,15,Not Provided,Not Provided,2023-03-19,TXN,8689416
Txn_1964555,Smoothie,2,4,8,Digital Wallet,Not Provided,2023-04-11,TXN,1964555
Txn_9402247,Salad,3,5,15,Digital Wallet,Not Provided,Date Not Recorded,TXN,9402247
Txn_8868960,Salad,5,5,25,Not Provided,Not Provided,Date Not Recorded,TXN,8868960
Txn_1794862,Cake,2,3,6,Cash,Not Provided,2023-07-16,TXN,1794862
Txn_5780615,Smoothie,3,4,,Cash,Not Provided,2023-12-24,TXN,5780615
Txn_2416816,Smoothie,5,4,20,Digital Wallet,In-Store,2023-10-19,TXN,2416816
Txn_8005682,Coffee,2,2,4,Credit Card,Not Provided,2023-03-16,TXN,8005682
Txn_1778707,Salad,5,5,25,Credit Card,Takeaway,2023-03-26,TXN,1778707
Txn_9959813,Sandwich,4,4,16,Digital Wallet,Not Provided,2023-09-05,TXN,9959813
Txn_7675823,Tea,5,1.5,7.5,Not Provided,Not Provided,Date Not Recorded,TXN,7675823
Txn_3110343,Tea,3,1.5,7.5,Digital Wallet,Takeaway,2023-06-24,TXN,3110343
Txn_7913451,Sandwich,5,4,20,Credit Card,Not Provided,2023-12-05,TXN,7913451
Txn_1901729,Cake,2,3,6,Not Provided,Takeaway,2023-03-18,TXN,1901729
Txn_5934059,Juice,3,3,12,Not Provided,Not Provided,2023-09-26,TXN,5934059
Txn_8717428,Salad,3,5,15,Digital Wallet,Not Provided,Date Not Recorded,TXN,8717428
Txn_2098878,Juice,2,3,6,Not Provided,Takeaway,2023-08-19,TXN,2098878
Txn_9536472,Juice,5,3,15,Not Provided,Not Provided,2023-11-12,TXN,9536472
Txn_6696913,Cake,4,3,12,Not Provided,Not Provided,2023-10-22,TXN,6696913
Txn_9561832,Not Provided,3,4,12,Digital Wallet,Not Provided,2023-10-29,TXN,9561832
Txn_8888153,Coffee,5,2,10,Not Provided,Not Provided,2023-12-16,TXN,8888153
Txn_3790025,Not Provided,1,4,4,Cash,Not Provided,2023-10-07,TXN,3790025
Txn_2820693,Salad,3,5,15,Cash,Takeaway,2023-05-05,TXN,2820693
Txn_5661147,Cake,1,3,3,Not Provided,Takeaway,2023-11-06,TXN,5661147
Txn_3746260,Smoothie,5,4,20,Digital Wallet,Takeaway,2023-08-26,TXN,3746260
Txn_7805035,Smoothie,3,4,12,Not Provided,In-Store,2023-05-18,TXN,7805035
Txn_2058243,Smoothie,5,4,20,Not Provided,Takeaway,2023-03-19,TXN,2058243
Txn_5710748,Salad,1,5,5,Not Provided,Not Provided,2023-10-31,TXN,5710748
Txn_3725837,Coffee,5,2,10,Cash,In-Store,2023-10-22,TXN,3725837
Txn_5132327,Smoothie,3,4,20,Cash,Not Provided,2023-01-25,TXN,5132327
Txn_1575608,Sandwich,3,4,20,Not Provided,Takeaway,2023-01-05,TXN,1575608
Txn_4594922,Salad,2,5,10,Credit Card,Takeaway,2023-06-19,TXN,4594922
Txn_5163686,Salad,5,5,25,Credit Card,In-Store,2023-05-29,TXN,5163686
Txn_5445318,Cookie,1,1,1,Digital Wallet,Not Provided,2023-02-16,TXN,5445318
Txn_2391446,Sandwich,3,4,12,Not Provided,In-Store,2023-12-06,TXN,2391446
Txn_2826603,Salad,2,5,10,Digital Wallet,Takeaway,2023-06-22,TXN,2826603
Txn_3489940,Not Provided,3,1,3,Credit Card,Not Provided,2023-12-15,TXN,3489940
Txn_2526667,Not Provided,3,3,9,Digital Wallet,In-Store,2023-06-10,TXN,2526667
Txn_3760598,Cake,3,3,9,Digital Wallet,In-Store,2023-10-24,TXN,3760598
Txn_7679707,Tea,1,1.5,1.5,Credit Card,In-Store,2023-07-22,TXN,7679707
Txn_3831364,Tea,1,1.5,1.5,Digital Wallet,Not Provided,2023-03-03,TXN,3831364
Txn_5038513,Cookie,2,1,2,Digital Wallet,Takeaway,2023-10-24,TXN,5038513
Txn_5007619,Cake,5,3,15,Credit Card,In-Store,2023-07-05,TXN,5007619
Txn_5124870,Tea,1,1.5,1.5,Digital Wallet,Not Provided,2023-08-11,TXN,5124870
Txn_8229546,Smoothie,2,4,8,Cash,Not Provided,2023-10-16,TXN,8229546
